timestamp,event,symbol,trade_id,cash,equity,open_positions,return_pct,quality_win
2026-05-01 10:25:00,entry,AMKR,0,80000.0,100000.0,1,,
2026-05-01 10:25:00,entry,AFRM,1,60002.84,99985.82,2,,
2026-05-01 10:50:00,entry,QCOM,2,40049.78,99765.27,3,,
2026-05-01 10:50:00,entry,PLTR,3,20105.02,99723.83,4,,
2026-05-01 10:55:00,entry,UPST,4,165.11,99699.53,5,,
2026-05-01 11:00:00,skip_max_positions,RGTI,5,165.11,99300.41,5,,
2026-05-01 11:00:00,skip_max_positions,IONQ,6,165.11,99300.41,5,,
2026-05-01 11:00:00,skip_max_positions,APP,7,165.11,99300.41,5,,
2026-05-01 11:00:00,skip_max_positions,AI,8,165.11,99300.41,5,,
2026-05-01 11:00:00,skip_max_positions,COIN,9,165.11,99300.41,5,,
2026-05-01 11:15:00,skip_max_positions,BBAI,10,165.11,99778.94,5,,
2026-05-01 11:20:00,skip_max_positions,SMCI,11,165.11,99771.68,5,,
2026-05-01 11:20:00,skip_max_positions,AMD,12,165.11,99771.68,5,,
2026-05-01 11:25:00,skip_max_positions,ARM,13,165.11,99936.4,5,,
2026-05-01 11:30:00,skip_max_positions,CRDO,14,165.11,99768.14,5,,
2026-05-01 11:35:00,skip_max_positions,RKLB,15,165.11,100065.24,5,,
2026-05-01 11:35:00,skip_max_positions,ASTS,16,165.11,100065.24,5,,
2026-05-01 11:35:00,skip_max_positions,ALAB,17,165.11,100065.24,5,,
2026-05-01 11:35:00,skip_max_positions,COHR,18,165.11,100065.24,5,,
2026-05-01 11:40:00,skip_max_positions,HOOD,19,165.11,100235.16,5,,
2026-05-01 12:05:00,skip_max_positions,MRVL,20,165.11,100172.23,5,,
2026-05-01 12:55:00,skip_max_positions,MPWR,21,165.11,100775.66,5,,
2026-05-01 13:05:00,skip_max_positions,GLW,22,165.11,100982.98,5,,
2026-05-01 13:20:00,skip_max_positions,PATH,23,165.11,101575.14,5,,
2026-05-01 13:25:00,skip_max_positions,OKLO,24,165.11,101666.31,5,,
2026-05-01 13:25:00,skip_max_positions,LSCC,25,165.11,101666.31,5,,
2026-05-01 13:50:00,skip_max_positions,MU,26,165.11,101590.13,5,,
2026-05-01 14:00:00,skip_max_positions,SNDK,27,165.11,101428.77,5,,
2026-05-01 14:10:00,skip_max_positions,CRDO,28,165.11,101291.92,5,,
2026-05-01 14:25:00,exit,AMKR,0,20474.2,101635.86,4,0.01545,True
2026-05-01 14:25:00,exit,AFRM,1,40820.2,101635.86,3,0.01744,True
2026-05-01 14:25:00,entry,AMKR,29,20493.03,101635.86,4,,
